Sl No.,Zone Name,Assembly,Ward No,Ward Name,Park Name,,Area in,Remarks,
,,Constituency,,,,,(Sq.ft),,
,,,,,Ganganagara,,,,
1162,East,Shivajinagar,62,Ramaswamy palya,Chinnappagarden Park,,784,,
1163,East,Shivajinagar,62,Ramaswamy palya,Chinnappa Garden Road Park,,1234,,
1164,East,Hebbal,18,Radhakrishna,M L A LaYOUT 4TH sTAGE,,5233,,
,,,,Temple Ward,,,,,
1165,East,Shivajinagar,62,Ramaswamy palya,"Chinnappagarden ITI Lyt, 5th Main",,1843,,
,,,,,Road Park,,,,
1166,East,Shivajinagar,62,Ramaswamy palya,"Chinnappagarden ITI Lyt, 5th Main,",,409,,
,,,,,Ganesha Temple,,,,
1167,East,Shivajinagar,63,Jayamahal,"Chacha Nehru Park, 5th Main",,1417,,
1168,East,Shivajinagar,63,Jayamahal,Jayamahal Park,,13989,,
1169,Bommanahalli,Bangalore South,184,Uttarahalli,Maintainance of park at,,1890,,
,,,,,Poornapragna Layout,"Tree park ,",,,
,,,,,30th Main @ Uttarahalli in,,,,
,,,,,Bommanahalli zone,,,,
1170,Bommanahalli,Bommanahalli,193,Arakere,park at Konanakunte M.S.Ramaiah,,5233,,
,,,,,layout Park No-04 in Bommanahalli,,,,
,,,,,zone,,,,
1171,Bommanahalli,Bommanahalli,193,Arakere,park at Konanakunte M.S.Ramaiah,,3645,,
,,,,,layout Park No-05 in Bommanahalli,,,,
,,,,,zone,,,,
1172,Bommanahalli,Bommanahalli,193,Arakere,park at Konanakunte M.S.Ramaiah,,4114,,
,,,,,layout Park No-06 in Bommanahalli,,,,
,,,,,zone,,,,
1173,Bommanahalli,Bangalore South,196,Anjanapura,park at Konanakunte M.S.Ramaiah,,3072,,
,,,,,layout Park No-07 in Bommanahalli,,,,
,,,,,zone,,,,
1174,Bommanahalli,Bommanahalli,193,Arakere,park at Kothanur village Royal lake,,2142,,
,,,,,Front View Layout in Bommanahalli,,,,
,,,,,zone,,,,
1175,Bommanahalli,Bommanahalli,193,Arakere,park at BTM 6th phase layout,in,5406,,
,,,,,Bommanahalli zone,,,,
1176,Bommanahalli,Bommanahalli,193,Arakere,park at Shanthinekethan,,14300,,
,,,,,Gruhanirmana badavane in,,,,
,,,,,Bommanahalli zone,,,,
1177,Bommanahalli,Bommanahalli,193,Arakere,park at Mico Layout 5th main in,,7949,,
,,,,,Bommanahalli zone,,,,
1178,Bommanahalli,Bommanahalli,193,Arakere,"park at Mico Layout 6th main,",,7318,,
,,,,,Lakshmipura layout road in,,,,
,,,,,Bommanahalli zone,,,,
1179,Bommanahalli,Bommanahalli,193,Arakere,park at Mico Layout 2nd main in,,2392,,
,,,,,Bommanahalli zone,,,,
1180,Bommanahalli,Bommanahalli,193,Arakere,park at Arakere infront of KPTCL,,1036,,
,,,,,power station in Bommanahalli zone,,,,
1181,Bommanahalli,Bommanahalli,193,Arakere,park at Arakere BTM 4th stage in,,2786,,
,,,,,Bommanahalli zone,,,,
1182,Bommanahalli,Bommanahalli,193,Arakere,park at Arakere BTM 4th stage in,,2786,,
,,,,,Bommanahalli zone,,,,
1183,Bommanahalli,Bommanahalli,188,Bilekahalli,park at Bilekahalli BDA Approved,,10395,,
,,,,,layout park,in Bommanahalli zone,,,
1184,Bommanahalli,Bommanahalli,188,Bilekahalli,"park at BTM 4th Phase, 5th cross in",,3831,,
,,,,,Bommanahalli zone,,,,
1185,Bommanahalli,Bommanahalli,188,Bilekahalli,park at Vijayabank Gruhanirmana,,3111,,
,,,,,"Park,",3rd main in Bommanahalli,,,
,,,,,zone,,,,
1186,Bommanahalli,Bommanahalli,188,Bilekahalli,"park at BTM 4th phase, BDA road",in,2398,,
,,,,,Bommanahalli zone,,,,
1187,Bommanahalli,Bangalore South,197,Vasanthapura,Maintainance of park at,,952.47,,
,,,,,Ramanjanehanagara 5th cross @,,,,
,,,,,Uttarahalli in Bommanahalli zone,,,,
1188,Bommanahalli,Bommanahalli,188,Bilekahalli,Maintainance of park at BTM 4th,,850,,
,,,,,"stage, 1st and 2nd block, BDA road,",,,,
,,,,,"Park-09, in Bommanahalli zone",,,,
1189,Bommanahalli,Bommanahalli,188,Bilekahalli,Maintainance of park at BTM 4th,,322.05,,
,,,,,"stage, 1st and 2nd block, BDA road,",,,,
,,,,,"Park-20, in Bommanahalli zone",,,,
1190,Bommanahalli,Bommanahalli,188,Bilekahalli,Maintainance of park at BTM 4th,,577,,
,,,,,"stage, 1st and 2nd block, in",,,,
,,,,,Bommanahalli zone,,,,
1191,Bommanahalli,Bommanahalli,188,Bilekahalli,Maintainance of park at Vijayabank,,334.9,,
,,,,,Gruhanirmana Sahakara Sangha park,,,,
,,,,,in Bommanahalli zone,,,,
1192,Bommanahalli,Bommanahalli,188,Bilekahalli,Maintainance of park at BTM 4th,,645,,
,,,,,"stage, 1st and 2nd block park-19 @",,,,
,,,,,Bilekahalli in Bommanahalli zone,,,,
1193,Bommanahalli,Bommanahalli,188,Bilekahalli,Maintainance of park at Bilekahalli,,150,,
,,,,,10th Main in Bommanahalli zone,,,,
1194,Bommanahalli,Bommanahalli,188,Bilekahalli,Maintainance of park at Bilekhalli,,1372,,
,,,,,layout road @ Bilekahalli in,,,,
,,,,,Bommanahalli zone,,,,
1195,Bommanahalli,Bommanahalli,188,Bilekahalli,Maintainance of park at Bilekhalli,,1113,,
,,,,,near Appartment in Bommanahalli,,,,
,,,,,zone,,,,
1196,Bommanahalli,Bangalore South,197,Vasanthapura,Maintainance of park at Arehalli AGS,,527,,
,,,,,Layout KEB Power station road @,,,,
,,,,,Uttarahalli in Bommanahalli zone,,,,
1197,Bommanahalli,Bommanahalli,188,Bilekahalli,Maintainance of park at Bilakahalli,,797.5,,
,,,,,"Paduranganagra, near margin road",,,,
1198,Bommanahalli,Bommanahalli,188,Bilekahalli,Maintainance of park at BTM 4th,,903.05,,
,,,,,phase Park No-01,,,,
1199,Bommanahalli,Bommanahalli,188,Bilekahalli,Maintainance of park at BTM 4th,,832.07,,
,,,,,"phase, Park No-02 in Bommanahalli",,,,
,,,,,zone,,,,
1200,Bommanahalli,Bommanahalli,193,Arakere,Maintainance of park at,Arakere Park,1520,,
,,,,,in Bommanahalli zone,,,,
1201,Bommanahalli,Bommanahalli,193,Arakere,Maintainance of park at,Hulimavu,950,,
,,,,,near park at Sankara Paratishana,,,,
,,,,,building in Bommanahalli zone,,,,
1202,Bommanahalli,Bommanahalli,193,Arakere,Maintainance of park at,Arakere 80,1591,,
,,,,,feet Ring road Park in Bommanahalli,,,,
,,,,,zone,,,,
1203,Bommanahalli,Bommanahalli,193,Arakere,Maintainance of park at,,0,,
,,,,,Shanthinekethan Vasavi Temple road,,,,
,,,,,in Bommanahalli zone,,,,
1204,Bommanahalli,Bangalore South,197,Vasanthapura,park at Arehalli AGS Layout 7th A,,261,,
,,,,,Cross @ Uttarahalli in Bommanahalli,,,,
,,,,,zone,,,,
1205,Bommanahalli,Bommanahalli,175,Bommanahalli,Maintainance of park at,,0,,
,,,,,Devarachikkanahalli,"near Sy No.19,",,,
,,,,,in Bommanahalli zone,,,,
1206,Bommanahalli,Bommanahalli,175,Bommanahalli,Maintainance of park at,,555,,
,,,,,Devarachikkanahalli near burial,,,,
,,,,,ground,in Bommanahalli zone,,,
1207,Bommanahalli,Bangalore South,194,Gottigere,Maintainance of park at Gottigere,,0,,
,,,,,Ramamanoharalohiya college back,,,,
,,,,,side in Bommanahalli zone,,,,
1208,Bommanahalli,Bommanahalli,188,Bilekahalli,park at BDA Approved layout Park,@,2856,,
,,,,,Belikahalli in Bommanahalli zone,,,,
1209,Bommanahalli,Bommanahalli,188,Bilekahalli,park at BDA Approved Layout 4th and,,3808,,
,,,,,8th cross @ Bilekahalli in,,,,
,,,,,Bommanahalli zone,,,,
1210,Bommanahalli,Bommanahalli,188,Bilekahalli,park at Bilekhalli 3rd Main @,,3111,,
,,,,,Bilekahalli in Bommanahalli zone,,,,
1211,Bommanahalli,Bommanahalli,188,Bilekahalli,park at Bilekhalli 5th cross @ in,,2375,,
,,,,,Bommanahalli zone,,,,
1212,Bommanahalli,Bommanahalli,188,Bilekahalli,"park at BTM 4th stage, 1st and 2nd",,2991,,
,,,,,"block, BDA road, Park No-10 in",,,,
,,,,,Bommanahalli zone,,,,
1213,Bommanahalli,Bangalore South,197,Vasanthapura,"park at Vasanthapura Maruthi layout,",,1524,,
,,,,,3rd and 6th main road in,,,,
,,,,,Bommanahalli zone,,,,
1214,Bommanahalli,Bangalore South,196,Anjanapura,park at Kothanur himagiri Medos,,0,,
,,,,,Layout (BDA Approved )in,,,,
,,,,,Bommanahalli zone,,,,
1215,Bommanahalli,Bangalore South,195,Konanakunte,park at Konanakunte M.S.Ramaiah,,587,,
,,,,,layout Park No-03 in Bommanahalli,,,,
,,,,,zone,,,,
1216,Bommanahalli,Bangalore South,195,Konanakunte,park at Konanakunte RBI Colony in,,1147,,
,,,,,Bommanahalli zone,,,,
1217,Bommanahalli,Bangalore South,195,Konanakunte,park at Konanakunte M.S.Ramaiah,,1193,,
,,,,,layout Park No-01 in Bommanahalli,,,,
,,,,,zone,,,,
1218,Bommanahalli,Bangalore South,195,Konanakunte,park at Konanakunte M.S.Ramaiah,,1252,,
,,,,,layout Park No-02 in Bommanahalli,,,,
,,,,,zone,,,,
1219,Bommanahalli,Bangalore South,195,Konanakunte,park at Konanakunte Wilson Garden,,1504,,
,,,,,"Co-Op Society Layout, 2nd main, 2nd",,,,
,,,,,cross park in Bommanahalli zone,,,,
1220,Bommanahalli,Bangalore South,195,Konanakunte,park at RBI Layout 9th main road in,,8300,,
,,,,,Bommanahalli zone,,,,
1221,Bommanahalli,Bangalore South,195,Konanakunte,"RBI Layout, 5th & 10th",Main road,4397,,
,,,,,Park in Bommanahalli zone,,,,
1222,Bommanahalli,Bangalore South,195,Konanakunte,"park at RBI Layout, 5th & 7th",Main,6844,,
,,,,,road Park in Bommanahalli zone,,,,
1223,Bommanahalli,Bangalore South,195,Konanakunte,Konanakunte RBI Colony near BBMP,,2662,,
,,,,,Office in Bommanahalli zone,,,,
1224,Bommanahalli,Bangalore South,184,Uttarahalli,park at Jayanagara Housing soceity,,2753,,
,,,,,badavane Park in Uttarahalli,in,,,
,,,,,Bommanahalli zone,,,,
1225,Bommanahalli,Bangalore South,184,Uttarahalli,park at Poornapragna Layout Tree,,3032,,
,,,,,park 35th cross @ Uttarahalli in,,,,
,,,,,Bommanahalli zone,,,,
1226,Bommanahalli,Bommanahalli,188,Bilekahalli,"Btm layout,kptcl banana park",,2928,,
1227,Bommanahalli,Bommanahalli,175,Bommanahalli,"Btm layout,4th stage,2nd block,kptcl",,2510,,
,,,,,tamar4ind park,,,,
1228,Bommanahalli,Bommanahalli,175,Bommanahalli,"Btm layout,4th stage,nyanapannahalli",,3400,,
,,,,,main road park,,,,
1229,Bommanahalli,Bangalore South,196,Anjanapura,Royal residency park,,5693,need upgradation,
1230,Bommanahalli,Bommanahalli,175,Bommanahalli,"BTM layout,4th stage1st block,3rd",,3303,,
,,,,,main road,,,,
1231,Bommanahalli,Bommanahalli,175,Bommanahalli,"Bharath co operative society,Virat",,3294,needs upogradation,
,,,,,nagar,,,,
1232,Bommanahalli,Bangalore South,194,Gottigere,royal lake front layout,,1936,needs upgradation,
1233,Bommanahalli,Bangalore South,194,Gottigere,gottigere grama panchyath office,,4602,,
1234,Bommanahalli,Bangalore South,194,Gottigere,Royal kantri park,,1936,,
1235,Bommanahalli,Bangalore South,191,Singasandra,Singasandra govt.Hospital,,10600,,
1236,Bommanahalli,Bangalore South,191,Singasandra,"AECS layout,singasandra hightension",,1725,,
,,,,,line,,,,
1237,Bommanahalli,Bommanahalli,193,Arakere,Hulimavu B.D.A park,,5440,,
1238,Bommanahalli,Bommanahalli,193,Arakere,Shanthinikethana,,9600,,
1239,Bommanahalli,Bommanahalli,174,HSR Layout,H.S.R layout sector 1 25th main 11th,,2772,,
,,,,,cross gamesha temple park,,,,
1240,Bommanahalli,Bommanahalli,174,HSR Layout,"hsr layout sector-1,28th main and",,6538,,
,,,,,11th cross,,,,
1241,Bommanahalli,Bommanahalli,187,Puttenahalli,j p nagar 5th phes najunudeswar 1st,,1310,,
,,,,,main bangalorer,,,,
1242,Bommanahalli,Bommanahalli,187,Puttenahalli,2nd cross 3rd main panduraganagar,,4794,,
1243,Bommanahalli,Bommanahalli,187,Puttenahalli,panduranga nagar opp sit adrsha app,,856,,
1244,Bommanahalli,Bommanahalli,193,Arakere,shantine kethana layout 1st main,,9744,,
,,,,,road,,,,
1245,Bommanahalli,Bommanahalli,193,Arakere,shantinekethana layout (,,1413,,
1246,Bommanahalli,Bommanahalli,193,Arakere,,shanthinikethaShradda park,,900,
1247,Bommanahalli,Bommanahalli,187,Puttenahalli,KUMARSWMYA LAYOUT4TH MAIN,,,2824,
,,,,,,21ST CROSS,,,
1248,Bommanahalli,Bommanahalli,175,Bommanahalli,bengalore barth co-opertive society,,,3294,
,,,,,,layout viratanagar,,,
1249,Bommanahalli,Bommanahalli,174,HSR Layout,H S R layout 6th sector-6 14th c cross,,,4010,
,,,,,,I A S OFFICER LAYOUT,,,
1250,Bommanahalli,Bommanahalli,174,HSR Layout,h s r,layout sector-6 3rd main 16th,B,6590,
,,,,,,cross,,,
1251,Bommanahalli,Bommanahalli,174,HSR Layout,H S R layout sector 6 I A S OFFICER,,,1300,
,,,,,,CLUB PARK 1ST MAIN,,,
1252,Bommanahalli,Bommanahalli,174,HSR Layout,h s r layout 7th.7and8th main 22nd,,,2334,
,,,,,,and 23rd,,,
1253,Bommanahalli,Bommanahalli,174,HSR Layout,h s r layout sector-1 22nd and A main,,,2575,
,,,,,,23rd cross,,,
1254,Bommanahalli,Bommanahalli,174,HSR Layout,h s r layout sector 22 nd A main and,,,4575,
,,,,,,15 B main,,,
1255,Bommanahalli,Bommanahalli,174,HSR Layout,h s r layout sector-2 niffti collage back,,,1203,
,,,,,,said park,,,
1256,Bommanahalli,Bommanahalli,174,HSR Layout,h s r layout sector-1 24th main B D A,,,7427,
,,,,,,park,,,
1257,Bommanahalli,Bommanahalli,174,HSR Layout,,h s r layout 6th sector-6,,4028,
1258,Bommanahalli,Bommanahalli,174,HSR Layout,H S R layout sector-6 3rd main road,,,4550,
,,,,,,sptika hospital near,,,
1259,Bommanahalli,Bommanahalli,174,HSR Layout,hsr layout sector-2 Cristina grave yard,,,2010,
,,,,,,near park,,,
1260,Bommanahalli,Bommanahalli,174,HSR Layout,hsr layout sun city appertmen,,,8100,
,,,,,,perimes,,,
1261,Bommanahalli,Bommanahalli,174,HSR Layout,hsr layout sectore -7 19th cross,,,7304,
1262,Bommanahalli,Bommanahalli,174,HSR Layout,HSR LAYOUT 4TH MAIN 19 AND,,,2093,
,,,,,,20TH CROSS,,,
1263,Bommanahalli,Bommanahalli,174,HSR Layout,hsr layout sector-7 11th main,,,3557,
,,,,,,ganesha tempal,,,
1264,Bommanahalli,Bommanahalli,174,HSR Layout,hsr layout sector -7 11main 24th,,,3557,
,,,,,,cross,,,
1265,Bommanahalli,Bommanahalli,175,Bommanahalli,b t m layout 4th stage,1 block 3rd,,3303,0
,,,,,,main 5th cross,,,
1266,Bommanahalli,Bommanahalli,175,Bommanahalli,B T M la 4tyout stage naynapanahalli,,,3400,
1267,Bommanahalli,Bommanahalli,175,Bommanahalli,b t m layout 4th stage 2 block k p t c l,,,2510,
,,,,,,park,,,
1268,Bommanahalli,Bommanahalli,188,Bilekahalli,B T M layout 4th stage 2nd block k p t,,,2928,
,,,,,,c l banana park,,,
1269,Bommanahalli,Bommanahalli,188,Bilekahalli,B T M LAYOUT 4TH STAGE 2 ND,,,889,
,,,,,BLOCK,K P T C L TRYAGULR,,,
1270,Bommanahalli,Bommanahalli,188,Bilekahalli,VIJAYA BANK LAYOUT POLICE,,,3456,
,,,,,,STATION,,,
1271,Bommanahalli,Bommanahalli,188,Bilekahalli,vijya bank,layout iyyapa tempal front,,12500,
,,,,,,said m,,,
1272,Bommanahalli,Bangalore South,184,Uttarahalli,,PATTALAMMA TEMPLE,,6233,
,,,,,,UTTARAHALLI,,,
1273,Bommanahalli,Bangalore South,184,Uttarahalli,"POORANA PRAGNA LAYOUT,",,,2092,
,,,,,,NEAR BBMP HELP LINE,,,
1274,Bommanahalli,Bangalore South,184,Uttarahalli,poorana prgana layout b m t c bus,,,1987,
,,,,,,stop near park,,,
1275,Bommanahalli,Bangalore South,197,Vasanthapura,,JAYANAGARA HOSUSING,,2970,
,,,,,,SOCIETY,,,
1276,Bommanahalli,Bangalore South,197,Vasanthapura,"4TH MAIN, RAMANGINEYA",2458,,,
,,,,,LAYOUT,,,,
1277,Bommanahalli,Bommanahalli,174,HSR Layout,hsr layout sector-2 26th main,2057,,,
1278,Bommanahalli,Bommanahalli,174,HSR Layout,"HSR Layout Sector-2, 25th Mnian,",3400,,,
,,,,,Near electrical Power Station,,,,
1279,Bommanahalli,Bommanahalli,174,HSR Layout,"HSR LAYOUT SECTOR-4, 17THJ",5050,,,
,,,,,MAIN & 15TH CROSS,,,,
1280,Bommanahalli,Bommanahalli,174,HSR Layout,"HSR LAYOUT SECTOR-3, 24TH",5544,,,
,,,,,CROSS MANGAMANAPALYA,,,,
1281,Bommanahalli,Bommanahalli,174,HSR Layout,"HSR LAYOUT SECTOR-4, 15TH",2941,,,
,,,,,"CROSS, 17TH MAIN,",NEAR KARA,,,
,,,,,SCHOOL,,,,
1282,Bommanahalli,Bangalore South,196,Anjanapura,ROYAL RESIDENCY AVALAHALLI,5693,,,
1283,Bommanahalli,Bangalore South,195,Konanakunte,"RBI LAYOUT 3TH MAIN, 4TH",5857,,,
,,,,,CROSS,,,,
1284,Bommanahalli,Bangalore South,195,Konanakunte,"RBI LAYOUT 8TH MAIN, 7TH",4027,,,
,,,,,CROSS,,,,
1285,Bommanahalli,Bangalore South,195,Konanakunte,RBI LAYOUT NEAR MUNESHWARA,2894,,,
,,,,,TEMPLE PARK,,,,
1286,Bommanahalli,Bangalore South,195,Konanakunte,WILSON GARDEN HOUSE,1255,,,
,,,,,BUILDING CO-OPERATIVE,,,,
,,,,,SOCIETY,,,,
1287,Bommanahalli,Bangalore South,184,Uttarahalli,BHARATH CO-OPERATIVE,0,,,
,,,,,SOCIETY,,,,
1288,Bommanahalli,Bommanahalli,174,HSR Layout,IBLUR LAKE PREMISES,0,,,
,,,,,Total,21458469.83,,,
,,,,,Report Generation Date :,8/19/2015 2:10:55 PM,,,
